a,b,c,d,e,f,g,h,j,k,l,m,n,o,p,fecha,monto,score,fraude
4,0.8692,15921.36,50,0.0000000000000000,19,BR,10,cat_c8f91ef,0.50363486482622477,1268,478,1,,Y,2020-03-09 09:47:17,36.68,24,1
4,1.0000,196.02,50,0.0000000000000000,0,BR,0,cat_43b9c10,0.65091055878229653,230,226,0,N,N,2020-03-18 20:49:15,406.91,88,0
4,0.7005,137973.54,8,0.3709792709077912,0,BR,22,cat_f0ec611,0.046115752630640827,436,34,0,,N,2020-03-17 15:48:24,29.53,86,0
4,0.8512,58337.53,36,0.0000000000000000,0,BR,15,cat_f5b683d,0.68059165020891399,1242,126,1,,N,2020-03-15 20:19:17,27.55,65,0
2,0.4014,8518.21,49,0.0000000000000000,62,AR,8,cat_92c099c,0.95006686601280421,1922,235,1,,Y,2020-03-16 16:06:19,0.94,45,0
4,0.7865,107391.66,50,0.3071083505866114,26,BR,34,cat_d5f76af,0.86489517233175306,1207,287,1,Y,Y,2020-03-20 16:48:34,5.93,43,0
4,0.7759,19702.89,28,0.5523076923076923,320,BR,0,cat_0f47e2a,0.74432371354571814,4165,503,1,,Y,2020-04-07 17:55:41,12.60,29,0
4,0.6400,5174.46,20,0.0929411764705882,6,BR,0,cat_1a4a3bb,0.3547355903476479,1926,1268,1,,Y,2020-03-24 14:36:22,17.18,63,0
4,0.2654,3553.84,27,0.3759074074074074,172,AR,6,cat_a4cd5f2,0.14549146283931336,5810,296,1,,Y,2020-04-20 09:41:10,8.29,31,0
4,,,8,0.3180843459614010,10,BR,31,cat_b7febb2,0.44002110474009726,1719,45,1,,N,2020-03-10 14:39:45,6.23,52,0
4,0.7974,140477.66,4,0.0000000000000000,150,BR,24,cat_2533355,0.63930410562697659,5154,104,1,,N,2020-03-19 10:19:09,40.63,15,0
4,0.8016,141108.43,20,0.1336134453781512,439,BR,0,cat_e90d7a7,0.29850135267220779,7224,618,1,,Y,2020-04-18 10:34:14,23.43,24,0
4,0.6218,1553997.96,16,1.7587437185929648,2,AR,8,cat_dc378a9,0.023983996789549877,581,164,1,,Y,2020-04-19 08:44:14,3.05,26,0
4,0.7845,45340.73,1,0.9426013691416535,1,BR,22,cat_b7febb2,0.48626967970202273,1330,0,1,,N,2020-04-19 17:08:31,3.74,19,0
4,0.7639,47104.82,42,0.6262135922330097,23,BR,22,cat_b46f6c8,0.32879627240641796,4042,260,1,,Y,2020-03-29 15:07:58,4.10,44,0
4,0.8479,55312.34,2,0.2204899777282850,0,BR,27,cat_be0af8e,0.73279486236963365,537,3,0,,N,2020-04-14 09:38:25,8.56,91,0
4,0.4685,2581.03,50,0.0000000000000000,0,BR,1,cat_a7d0f74,0.29845581878660354,3189,233,1,N,Y,2020-03-21 20:50:07,126.68,14,1
4,0.8141,4511.18,31,0.9169230769230769,789,BR,9,cat_2c2003f,0.27821235500435293,2409,96,1,Y,Y,2020-04-08 14:53:37,3.13,16,0
4,0.8810,1772.52,50,0.1627272727272727,33,BR,8,cat_f4d84f3,0.40381472067307911,1578,1015,1,,Y,2020-04-05 18:14:40,21.52,49,0
4,0.7132,10250.56,0,0.1988555078683834,0,BR,6,cat_ffe7351,0.74865464922974923,0,0,0,,N,2020-04-13 19:14:09,13.32,74,0
4,0.7760,8515.88,27,0.2322480275586176,0,BR,41,cat_e5b2bca,0.52027847632886903,309,227,1,,N,2020-04-11 08:20:45,16.98,90,0
2,0.7903,463.65,50,0.0000000000000000,17,AR,6,cat_c145f57,0.71744506873997338,4235,442,1,,Y,2020-03-19 11:45:12,17.39,77,0
4,0.7209,24218.57,50,0.0241666666666666,-1,BR,2,cat_0eb83e7,0.76859974373074635,1721,306,1,,N,2020-03-16 10:00:28,25.83,73,0
4,0.7583,88612.09,36,0.1141592920353982,0,BR,1,cat_89ea11f,0.77739245183872896,161,158,1,,Y,2020-04-05 12:10:29,22.11,85,0
4,,,3,0.3491864831038798,2,BR,11,cat_81968e4,0.55700374909776329,149,22,1,Y,N,2020-03-11 10:33:52,17.80,55,0
4,,,3,0.0000000000000000,16,BR,16,cat_ac8506f,0.60954382659094719,2737,168,1,Y,Y,2020-03-11 15:48:54,43.11,47,0
4,0.7359,203977.58,36,0.4677083333333333,38,BR,41,cat_b70b081,0.984190097922653,1661,291,1,,Y,2020-03-08 10:46:14,21.34,14,0
4,0.7784,5510.79,50,0.1847457627118644,6,BR,4,cat_4147813,0.79287795982196485,3407,475,1,Y,Y,2020-04-10 15:43:33,11.21,46,0
4,0.8009,1678.73,50,0.1793313069908814,20,BR,2,cat_73062b9,0.88286789863419912,2091,1201,1,,Y,2020-03-30 18:41:00,6.48,59,0
4,0.7898,39760.01,50,0.3742384682332463,11,BR,24,cat_7fb5727,0.67978744545585812,4519,715,1,,Y,2020-03-20 20:00:25,7.28,24,0
4,0.8287,330610.05,50,0.0000000000000000,49,BR,0,cat_43b9c10,0.94663471668362575,1961,486,1,Y,Y,2020-04-04 16:17:21,120.92,74,0
4,0.6389,216692.85,1,0.3080543933054393,13,AR,27,cat_1e4bb27,0.79393810295928091,1369,0,1,,N,2020-03-09 13:41:48,30.73,51,0
4,0.8204,3774.92,4,0.2075172931077589,12,BR,17,cat_e8c5b57,0.23432786889983959,2780,59,1,N,N,2020-03-19 14:24:23,25.67,19,0
4,0.7826,114881.96,33,0.3771626297577854,5,BR,53,cat_321e8df,0.054601515588522886,1444,144,1,,Y,2020-04-19 16:57:14,5.69,74,0
4,,,20,0.2277177177177177,28,AR,1,cat_14cc20d,0.65769232280161205,3073,149,1,,Y,2020-03-09 16:37:02,16.05,6,0
4,0.6403,84991.03,8,0.9385062789160608,50,AR,3,cat_f3b3dd5,0.025073274468883966,1914,136,1,,Y,2020-04-05 18:13:14,5.87,49,0
3,0.8233,247545.07,5,0.1188251001335113,10,BR,28,cat_bfa0389,0.18561566093011805,2945,160,1,,Y,2020-04-09 08:09:30,142.93,44,0
4,0.7611,145740.27,19,0.0000000000000000,9,BR,14,cat_262daa6,0.76746333958906376,1828,159,1,Y,Y,2020-03-21 09:15:52,31.96,56,0
4,0.6769,3839.07,5,0.4507879101007491,3,BR,14,cat_aa2fd29,0.32298103712903981,1035,150,1,,Y,2020-03-21 19:19:47,16.35,51,0
2,0.6783,14988.95,50,0.0000000000000000,3,BR,7,cat_93a5029,0.61045567397440337,1896,449,1,Y,Y,2020-03-23 06:58:13,29.54,25,1
4,0.5299,11166.83,31,0.0000000000000000,0,US,2,cat_c3392ef,0.48050214213033016,573,395,1,,Y,2020-04-14 13:42:37,44.62,60,0
4,0.9353,2554.58,50,0.0000000000000000,7,BR,0,cat_8226450,0.0010264690920607222,1785,808,1,,Y,2020-04-05 15:34:34,23.48,40,0
4,0.6356,64701.02,50,0.0158031606321264,1,BR,1,cat_ee20e5d,0.053469600137624695,2522,859,1,,N,2020-04-02 21:08:17,98.59,61,0
4,0.7527,6996.51,2,0.4445378151260504,21,BR,17,cat_e2c45b1,0.49462842686831721,5933,14,1,,N,2020-04-20 08:00:02,23.43,0,0
4,0.7934,1344396.88,1,0.0223267444629673,162,UY,6,cat_43b9c10,0.81043952346293935,4610,0,1,N,N,2020-04-21 11:40:02,152.00,71,0
4,0.7225,16972.39,1,0.2010101010101010,32,BR,11,cat_9bacaa5,0.14199979851247235,5537,0,1,,N,2020-04-03 22:37:58,19.80,79,0
4,0.7283,50820.90,12,1.4952751528627015,16,BR,27,cat_917c749,0.25139727129280942,5367,46,1,,N,2020-03-19 12:00:14,3.85,7,0
4,0.5983,1106.86,50,1.9999500000000000,7,AR,1,cat_ba64ade,0.11506067259175623,2580,370,1,,Y,2020-04-17 17:18:54,3.07,27,0
4,0.8165,63471.22,50,0.2532453713556075,66,BR,15,cat_297d68e,0.71726449870730491,5334,357,1,,Y,2020-03-23 07:18:25,9.92,8,0
4,0.7615,68711.51,50,0.0000000000000000,38,BR,3,cat_248fc0c,0.75202408359994877,4422,650,1,,Y,2020-04-08 08:20:56,38.28,35,0
4,0.7961,9721.98,50,1.1502500543596434,31,BR,0,cat_228843f,0.12149273781927405,864,364,1,,Y,2020-03-24 21:14:56,9.30,86,0
4,0.7777,13339.74,50,0.1807777344258030,44,BR,11,cat_e41d6ce,0.064299466079958734,2196,647,1,Y,Y,2020-04-14 22:13:56,14.65,71,0
4,0.5636,318069.25,50,0.1036975308641975,19,AR,11,cat_baed331,0.076281009981908454,402,399,1,,Y,2020-03-09 04:32:34,26.04,83,0
4,0.6748,7950.74,50,0.0000000000000000,18,BR,0,cat_248bc34,0.70047266423084054,552,319,1,Y,Y,2020-04-10 17:48:19,50.94,65,0
4,0.6969,810.85,25,0.4972067039106145,1,BR,1,cat_77ff6db,0.97391961165528684,1334,58,0,,N,2020-04-08 18:01:50,3.42,16,0
4,0.7916,3243.45,28,0.1991570073761854,5,BR,6,cat_490a035,0.24587642788497632,4537,538,1,,Y,2020-04-15 10:28:20,18.17,54,0
4,0.6188,69878.60,0,0.3362500000000000,0,BR,8,cat_4cbced0,0.81002077390705551,0,0,0,N,N,2020-04-10 15:01:01,15.19,92,1
2,0.0303,295.48,50,0.0000000000000000,919,US,19,cat_12a8b9b,0.27704923185536856,2301,758,1,,Y,2020-04-08 10:01:04,4.03,37,0
4,0.5840,18709.19,9,0.0000000000000000,0,BR,11,cat_e4e511e,0.45027365336362024,621,75,1,N,N,2020-03-23 12:43:06,25.34,96,0
4,0.7549,79634.65,4,0.0000000000000000,32,BR,35,cat_99a6e97,0.49262084744460566,1510,147,1,Y,Y,2020-04-07 12:33:19,77.33,53,0
4,0.5690,10971.50,6,0.8749750000000000,68,AR,0,cat_693efe7,0.024901677992804849,3618,712,1,,N,2020-04-20 14:23:21,6.14,74,0
4,0.4803,7468.56,3,0.0000000000000000,88,AR,21,cat_9fb4f08,0.32098767829772612,3029,219,1,,Y,2020-04-06 12:01:26,55.58,58,0
4,0.6742,134502.55,4,0.0000000000000000,2,AR,0,cat_9794f65,0.59635653052927395,2811,607,1,,Y,2020-03-28 12:42:37,530.09,87,0
2,,,2,0.0000000000000000,120,AR,47,cat_12acd18,0.28081556987642387,2558,25,1,Y,N,2020-03-12 19:34:39,88.92,19,0
2,,,3,0.0000000000000000,172,AR,8,cat_d5975ae,0.070795759178761131,4722,151,1,Y,Y,2020-03-13 12:49:46,48.04,66,0
4,0.5906,45614.95,50,0.3154642276089304,93,AR,44,cat_f4f380d,0.091320250313025042,1498,917,1,,Y,2020-04-11 21:32:18,11.27,0,0
4,0.6836,263198.45,7,0.6091218243648729,0,BR,3,cat_5347c0c,0.8707679022247703,57,57,1,Y,N,2020-04-06 19:19:46,19.38,72,0
4,0.3194,351.30,50,0.6272545454545454,-1,AR,6,cat_ad741b0,0.24889579039042786,1381,348,1,,Y,2020-03-10 16:50:37,8.83,40,0
4,0.8036,165500.76,16,0.0000000000000000,35,BR,18,cat_bdb42e3,0.25807663978625683,1257,719,1,,N,2020-03-10 17:18:30,44.80,20,0
4,0.8487,21400.30,50,0.0327959977765425,9,BR,10,cat_01e267e,0.049006544324758039,880,871,1,,Y,2020-04-14 07:21:29,34.29,57,0
4,0.6315,6801.53,13,0.2598822539949537,6,BR,1,cat_2f5e8bb,0.068777718404572141,2422,246,1,Y,Y,2020-03-24 08:13:59,24.03,20,0
2,0.6105,1795.31,1,0.0000000000000000,57,UY,6,cat_b16ebe8,0.65972272533447196,5363,0,1,,N,2020-04-21 11:31:05,12.19,49,0
4,0.7019,739552.00,47,0.3302209302325581,1,US,12,cat_3203c7c,0.94844002995848342,395,393,1,,Y,2020-03-25 20:17:46,13.61,1,0
4,,,50,0.0000000000000000,69,AR,14,cat_eb683e4,0.27362421603121589,6198,816,1,,Y,2020-03-09 14:30:34,42.87,2,0
4,0.7841,83219.08,50,0.0000000000000000,33,BR,36,cat_cc5c346,0.71498443814557078,2605,826,1,Y,Y,2020-03-08 21:28:56,36.68,14,0
4,0.7922,65673.42,50,0.2093687500000000,68,AR,28,cat_e9fe40f,0.30969130319601845,3950,1096,1,,Y,2020-04-17 18:30:55,24.55,0,0
4,0.7790,154079.98,50,0.0864770021305928,23,BR,14,cat_40e3edd,0.10321586668308314,2903,338,1,,Y,2020-04-19 11:44:19,15.71,35,0
4,0.8363,119474.26,2,0.0000000000000000,6,BR,15,cat_734dded,0.15882223472249635,2181,23,1,,N,2020-03-25 15:48:30,21.53,11,0
4,0.6882,27668.57,6,0.2650000000000000,5,BR,11,cat_a47d98b,0.80682474594314968,3421,16,1,,N,2020-03-28 15:42:28,11.94,34,0
4,0.7790,39853.02,50,0.0000000000000000,0,BR,53,cat_3d4c8dc,0.85819602073231849,413,410,1,Y,Y,2020-03-11 14:55:23,37.85,29,0
4,0.7408,89845.51,1,0.0000000000000000,21,BR,13,cat_8d714cd,0.82306131296849117,2711,13,1,Y,N,2020-04-21 11:40:02,35.68,19,0
4,0.7022,4356.55,26,0.2726315789473684,0,BR,20,cat_7e13807,0.55243191888094501,131,79,0,N,N,2020-04-13 19:15:07,18.11,87,1
4,0.7172,114080.82,26,0.0000000000000000,0,AR,21,cat_f7e82c0,0.82128491113386204,323,321,1,,N,2020-04-20 08:08:45,31.05,56,0
4,0.7544,142356.44,5,0.7785993910395824,1,BR,29,cat_e9110c5,0.76902087351333748,872,582,1,,Y,2020-03-31 22:42:11,4.53,85,0
2,0.6628,63003.46,2,0.0000000000000000,0,BR,57,cat_fa01313,0.021111404009744206,94,70,0,,N,2020-04-20 12:42:08,78.38,87,0
4,0.6683,13542.68,46,0.1373913043478260,1,BR,24,cat_30432de,0.42486795422264123,768,277,1,,N,2020-03-21 07:16:02,12.14,78,0
4,0.6591,269892.13,2,0.2239305019305019,0,AR,29,cat_b1a41a1,0.075409426231633603,724,29,1,,N,2020-04-20 01:59:37,19.87,52,0
4,,,15,0.0000000000000000,5,BR,12,cat_be0af8e,0.0446561374281913,1411,1059,1,Y,Y,2020-03-09 19:36:41,42.25,14,0
4,0.5789,94502.75,28,0.7310149165404765,37,AR,6,cat_fd4947a,0.35837225770128711,1489,235,1,,Y,2020-04-08 21:16:10,8.91,16,0
4,0.5714,57.63,3,0.4760765550239234,0,BR,0,cat_95a8178,0.81385122720316971,421,421,1,,Y,2020-04-19 13:42:26,8.23,22,0
4,0.9287,3600.30,1,0.3580000000000000,33,BR,0,cat_95a8178,0.45642276898500711,3784,0,1,,N,2020-04-21 13:02:16,9.65,20,0
4,0.7707,501924.78,50,0.7537688442211055,10,UY,36,cat_3c3455c,0.14801019161856388,3074,1530,1,,Y,2020-03-28 20:04:47,4.40,50,0
4,0.8218,86424.53,50,0.2122302158273381,225,BR,15,cat_59a4e44,0.50796085388225265,6166,748,1,,Y,2020-03-19 12:57:54,5.95,46,0
4,,,7,0.0000000000000000,11,BR,2,cat_6c4cfdc,0.12637742573573263,2270,700,1,,Y,2020-03-12 21:23:19,55.02,62,0
4,0.7429,146617.15,50,0.2090209020902090,0,BR,13,cat_e6cb95b,0.95814592252607511,1022,240,1,N,Y,2020-04-04 17:53:02,19.56,73,0
4,0.6286,517155.06,50,0.0000000000000000,6,AR,17,cat_5721cf3,0.49681751402562924,1038,843,1,,Y,2020-04-10 06:31:44,23.33,51,0
4,,,1,0.0000000000000000,0,BR,6,cat_64b574b,0.22728168172644558,550,0,0,,N,2020-03-09 10:09:55,35.12,76,0
4,0.7762,11443.53,50,0.4452226113056528,24,BR,1,cat_604df77,0.20606769656521706,2618,720,1,Y,Y,2020-04-08 10:17:27,3.85,22,0
4,0.6219,268070.26,40,0.2721016410799364,9,AR,28,cat_5721cf3,0.47184878661466101,2704,249,1,,Y,2020-03-18 18:07:28,30.14,53,0
4,0.7997,210187.35,1,0.1009813232035454,0,,1,cat_43b9c10,0.80890743310364144,0,0,0,,N,2020-04-10 18:53:56,59.61,91,0
4,0.8557,138575.06,20,0.1232142857142857,10,BR,48,cat_e480e9e,0.85777986618047208,831,831,1,,Y,2020-03-11 12:12:17,12.48,5,0
4,0.8232,9187.40,50,0.2484161387129043,14,BR,1,cat_a11d605,0.95443534372634176,1445,927,1,,Y,2020-03-21 08:18:49,12.66,0,0
4,0.7135,10459.16,1,0.0445222611305652,26,BR,32,cat_4e981ee,0.19223437996873827,3582,0,1,Y,N,2020-03-31 17:14:51,39.42,2,0
4,,,1,0.0000000000000000,3,BR,4,cat_43b9c10,0.07864601190252074,787,0,1,N,N,2020-03-12 23:33:10,220.73,99,1
4,0.4762,35640.34,50,0.0000000000000000,35,AR,6,cat_abc20f0,0.93728528177337012,4038,819,1,Y,Y,2020-03-10 17:04:48,60.99,62,0
2,0.6103,81081.16,2,0.0000000000000000,5,BR,15,cat_cb98096,0.51310469694313809,4827,140,1,,Y,2020-03-25 14:22:08,5.15,13,0
2,0.7522,644761.02,8,0.0000000000000000,3,BR,13,cat_5211252,0.71657653936188481,3109,119,1,N,N,2020-03-23 09:15:20,25.34,79,1
4,0.6865,37751.10,50,0.1287037037037037,13,BR,20,cat_43b9c10,0.58825699377513985,2270,830,1,Y,Y,2020-03-17 15:17:29,22.79,63,0
2,0.6561,30374.62,14,0.0000000000000000,11,AR,16,cat_4c52900,0.96813707407199701,715,81,1,,N,2020-03-22 11:58:47,2.39,53,0
4,0.5469,106991.52,20,1.4687500000000000,6,BR,2,cat_4902797,0.25537688544436321,2629,1297,1,N,Y,2020-03-17 06:52:50,4.73,30,0
4,0.4693,15002.30,2,0.4045454545454545,10,BR,1,cat_df80cd3,0.30824145904281153,1427,505,1,,Y,2020-04-21 13:16:56,4.25,57,0
4,0.7742,102446.64,48,0.3309523809523809,20,BR,12,cat_ce8f84f,0.3531068191740836,1667,279,1,,Y,2020-04-10 22:42:09,7.98,59,0
4,0.8134,69629.45,8,0.1150191698616436,5,BR,1,cat_3279476,0.0056027572083401367,1321,234,1,,Y,2020-03-24 10:55:49,12.13,32,0
4,0.6440,85745.55,4,0.0000000000000000,25,AR,7,cat_d2b0540,0.62180280312249891,2271,197,1,,Y,2020-03-19 23:06:23,25.37,87,0
2,0.1201,479.04,6,0.0000000000000000,8,BR,0,cat_6d866fc,0.67411171343965037,163,90,1,,N,2020-04-15 08:37:07,239.39,94,1
4,0.2471,77.04,46,0.2343671875000000,4,AR,7,cat_41d2590,0.50938443916432519,322,320,1,Y,N,2020-04-07 22:45:14,19.85,17,0
4,0.8118,118369.60,27,0.0000000000000000,23,BR,5,cat_c00ebe0,0.42481940083216685,2513,159,1,Y,Y,2020-04-06 12:12:55,29.35,37,0
1,0.7221,48981.22,11,0.0000000000000000,5,BR,16,cat_8ef7164,0.88935359124659286,1097,29,1,,N,2020-03-27 15:34:33,1.15,55,0
4,0.8022,27714.67,18,0.0000000000000000,0,BR,7,cat_4bb567d,0.99814922280793894,543,74,1,Y,N,2020-04-02 18:22:26,45.97,44,0
4,0.6998,1547.12,50,0.1815789473684210,150,BR,29,cat_3606385,0.54191386673021213,3016,481,1,,Y,2020-04-06 12:15:45,7.44,70,0
4,0.7296,1967.88,8,0.1983967935871743,8,BR,2,cat_ffe7351,0.80304889991753825,1651,316,1,Y,Y,2020-03-21 17:49:08,10.54,60,0
4,0.7520,22899.08,1,0.7991967871485943,0,BR,1,cat_8cd8cc9,0.84696068696825932,189,1,1,,N,2020-03-21 20:45:33,5.26,72,0
4,0.6840,184502.18,50,0.0895509628331445,15,BR,1,cat_0f47e2a,0.33491390011133859,4423,401,1,Y,Y,2020-03-25 07:16:16,92.66,6,0
4,0.4233,7597.07,25,0.9510597826086956,0,AR,28,cat_693efe7,0.45431756764767428,1036,343,1,,N,2020-04-15 14:48:24,5.66,42,0
4,0.7212,644.24,50,0.3225000000000000,124,BR,1,cat_8150596,0.62968602030846199,3794,348,1,N,Y,2020-04-05 20:47:28,7.83,71,0
4,0.7300,3185.50,20,0.1505050505050505,16,BR,4,cat_b33d819,0.14688460178017948,1371,310,1,,Y,2020-03-11 08:35:35,22.06,56,0
4,0.7120,266432.11,50,0.3225419664268585,31,BR,16,cat_4249bd8,0.60752695614811358,1675,479,1,,Y,2020-03-21 16:10:59,17.61,0,0
4,0.8157,35521.20,4,0.0000000000000000,3,BR,28,cat_c8fff07,0.52477473954128939,1328,69,1,N,N,2020-03-08 10:19:16,27.32,1,0
4,0.7217,1322308.61,6,0.0000000000000000,77,AR,16,cat_f50415d,0.28010454304536125,1810,299,1,,Y,2020-03-08 19:53:14,78.75,92,0
4,0.7264,124750.24,1,0.0000000000000000,70,BR,45,cat_e9bbd39,0.73122847461371521,935,33,1,,N,2020-03-16 11:15:10,25.80,7,0
4,0.7084,4972.32,1,0.0000000000000000,40,BR,8,cat_4bfb81c,0.91994124093314866,5111,37,1,Y,N,2020-03-09 23:32:44,4.45,52,0
4,0.7749,9370.80,1,0.0000000000000000,5,BR,21,cat_45398dd,0.88904116430290614,1383,0,1,,N,2020-04-04 13:39:41,33.16,1,0
4,0.5060,653287.30,50,0.1896914400753655,61,AR,49,cat_d77d6ec,0.78623630724809246,5954,571,1,,Y,2020-03-17 08:09:13,12.39,63,0
4,0.7842,156098.28,26,0.0000000000000000,14,BR,37,cat_0eb83e7,0.63609157559523766,1676,38,1,,N,2020-04-15 17:28:16,49.27,54,0
4,0.5379,9734.26,17,0.1944370370370370,27,AR,47,cat_18057db,0.49483709532357878,4349,143,1,,Y,2020-03-17 17:39:03,21.57,92,0
4,0.6526,15937.05,30,0.1263751250113646,1847,BR,5,cat_ffe7351,0.92398967874839855,1477,384,1,,N,2020-04-21 22:09:57,21.22,94,0
4,0.6438,30908.76,6,0.0000000000000000,0,BR,21,cat_cb0afa0,0.74019327877887164,50,8,0,,N,2020-04-17 11:46:22,15.92,85,0
4,0.7186,1398.02,2,0.2542857142857142,5,BR,46,cat_e2fc831,0.58619310289804361,4672,22,1,,N,2020-03-08 18:59:56,7.78,63,0
4,0.8039,21472.83,3,0.0000000000000000,18,BR,3,cat_97ee37c,0.13363008153363154,2008,25,1,,N,2020-03-22 08:19:58,111.69,4,0
4,0.8590,109738.39,2,0.2089692416060108,0,IL,1,cat_10ef367,0.62889430233432364,0,0,0,N,N,2020-04-02 14:38:26,8.40,47,0
4,0.7816,86573.49,0,0.0000000000000000,0,BR,20,cat_2c525c5,0.70067443833675114,0,0,0,,N,2020-04-17 12:18:49,98.29,96,0
4,,,6,0.0000000000000000,32,BR,28,cat_430bfa8,0.85872958474865513,3374,135,1,,Y,2020-03-12 16:12:03,65.42,0,0
4,0.7798,20739.51,9,0.0000000000000000,3,BR,6,cat_535337c,0.61862430382563005,3150,18,1,Y,N,2020-03-22 21:28:34,67.35,37,0
4,0.6792,25719.88,36,0.2224137931034482,170,BR,32,cat_12a8b9b,0.3803044659270185,2921,105,1,,Y,2020-03-20 22:20:49,11.88,21,0
4,0.6647,1224.95,5,0.0473809523809523,102,BR,15,cat_252e797,0.23822583926050456,3395,13,1,,N,2020-03-09 08:25:17,93.36,8,0
4,0.2800,3530.86,5,0.0000000000000000,25,AR,0,cat_8b5ceb7,0.40603898847918174,2500,13,1,,N,2020-03-15 23:57:00,45.45,7,0
4,0.8801,47458.75,7,0.0000000000000000,4,BR,21,cat_b6fba81,0.24265253224580619,2048,226,1,,Y,2020-03-14 16:37:51,38.03,47,0
2,0.5284,4336.12,11,0.0000000000000000,16,AR,19,cat_03eb9af,0.26600849043028063,1225,421,1,,Y,2020-04-18 18:02:32,3.45,59,0
2,0.8036,384046.81,2,0.0000000000000000,7,BR,13,cat_41658ff,0.13213274689482901,488,24,1,,N,2020-04-20 19:21:53,7.70,83,0
4,,,50,1.2355932203389830,1,BR,3,cat_8ef7164,0.36192270161973639,1153,1148,1,Y,Y,2020-03-13 14:01:02,12.77,84,0
4,0.8871,68812.04,4,0.0000000000000000,115,BR,5,cat_a5b2091,0.34968496358986556,2747,109,1,,Y,2020-03-14 23:23:13,85.88,76,0
4,0.7723,217221.32,1,0.0000000000000000,8,AR,37,cat_3871068,0.81843391085218187,2863,0,1,N,N,2020-03-25 23:36:14,39.57,96,0
4,0.7895,45250.76,1,0.0000000000000000,0,BR,7,cat_02711c1,0.45943023595045673,209,0,1,,N,2020-04-01 15:38:13,195.22,76,0
4,0.6972,74503.02,12,0.0000000000000000,-1,BR,5,cat_f65fd2c,0.31294231310231169,2982,169,1,,Y,2020-03-27 19:45:11,69.25,85,0
4,0.7385,35741.60,1,0.2992213570634037,0,BR,6,cat_e1bb586,0.14925958118471172,139,0,0,,N,2020-04-06 22:25:43,17.59,16,0
4,0.8307,155469.41,1,0.1483333333333333,1,BR,12,cat_381751d,0.18975469438627357,1365,0,1,,N,2020-04-08 08:51:39,11.54,24,0
4,0.5698,22633.82,50,0.1168965517241379,5,AR,32,cat_c8a9031,0.86557445053018256,3327,330,1,,Y,2020-03-21 18:35:37,36.88,33,0
4,0.7207,57788.03,1,0.0000000000000000,31,AR,1,cat_4e44e17,0.88381442376550723,2007,276,1,,Y,2020-04-20 20:56:09,44.51,57,0
4,0.6667,5839.01,50,0.3857930189834660,22,BR,7,cat_d1d9bc6,0.67129135341636115,3507,762,1,,Y,2020-03-18 16:47:44,10.49,49,0
4,0.7161,849277.53,7,0.1393939393939393,19,BR,29,cat_9d78e2e,0.82396462239942636,1421,18,1,,N,2020-04-02 10:06:22,9.76,69,0
4,0.7250,320933.69,50,0.1842857142857142,234,BR,2,cat_5353dc2,0.80679675145666607,5078,283,1,,Y,2020-04-14 18:53:06,13.41,52,0
4,0.5941,263102.38,11,0.0000000000000000,0,AR,5,cat_925128f,0.52096195633647824,96,45,1,,N,2020-04-12 20:25:51,44.66,63,0
2,,,1,0.0000000000000000,20,BR,0,cat_bba902e,0.58808477009261395,1805,0,1,N,N,2020-04-14 14:48:17,304.55,100,1
4,0.8051,80911.67,50,0.2369477911646586,211,BR,12,cat_187c9ed,0.17433690205039554,6272,1509,1,,Y,2020-03-24 15:01:05,5.03,14,0
4,0.6708,27128.85,50,0.0000000000000000,113,AR,1,cat_3203c7c,0.000680044461837781,3935,369,1,,Y,2020-04-17 12:34:09,77.13,12,0
4,0.7523,45570.70,48,0.1323809523809523,2,BR,6,cat_e9bbd39,0.87502610215661747,520,444,1,,Y,2020-03-26 14:35:14,20.55,88,0
4,0.6015,40835.97,4,0.2325000000000000,0,BR,48,cat_e1bb586,0.75792338559761419,129,125,0,,N,2020-04-03 19:47:58,23.48,20,0
4,0.7329,53160.15,20,0.4702880058330295,86,BR,9,cat_1fa7ecb,0.57077789807288681,2381,217,1,,Y,2020-03-30 18:42:10,5.40,18,0
4,0.7394,123215.71,50,0.2780556111222244,4,BR,18,cat_82d2873,0.9277725879211971,1110,329,1,Y,Y,2020-04-12 11:19:33,9.43,51,0
4,0.7184,97165.34,4,0.0000000000000000,3,BR,53,cat_e5148cc,0.48501789995648181,338,335,1,,Y,2020-04-06 15:52:35,23.28,12,0
4,0.7643,983.69,50,0.0000000000000000,20,BR,1,cat_75a6330,0.57720076568282153,2152,297,1,,Y,2020-04-16 22:08:34,13.43,12,0
4,0.7437,93231.37,40,0.3233082706766917,1,BR,1,cat_8f5bd9e,0.40504884210453085,162,158,1,,Y,2020-03-21 09:50:58,8.42,69,0
4,0.7704,20921.65,3,0.1345000000000000,1,BR,10,cat_51f9569,0.37167654018915997,71,24,0,,N,2020-04-13 20:21:57,37.74,69,0
4,0.6435,116211.92,50,0.0000000000000000,75,AR,10,cat_36d2f9b,0.37343446772623068,2410,489,1,Y,Y,2020-03-17 14:09:34,79.95,85,0
4,0.7888,1963303.69,17,0.0000000000000000,4,BR,21,cat_4e2d9a5,0.0032469548267890502,1177,134,1,,N,2020-03-11 10:54:36,106.86,25,0
4,0.6723,38559.11,8,0.9470899470899470,12,BR,35,cat_fa01313,0.25023357481729391,4961,72,1,Y,N,2020-03-26 18:49:20,3.67,20,0
